ax_axis,ay_axis,az_axis,magn_z,x_axis,y_axis,z_axis,activity_type
1,0,0,0,72,-139,-22,situps
1,0,0,0,71,-116,2,situps
3,2,2,0,-3,-118,-2,situps
3,2,2,0,-3,-118,-2,situps
3,1,2,0,9,-93,10,situps
3,1,2,0,41,-62,11,situps
3,2,1,0,41,-62,11,situps
4,2,2,0,24,-46,-2,situps
3,2,2,0,9,5,0,situps
2,1,1,0,9,5,0,situps
0,2,0,0,47,62,-38,pause
-2,1,-1,0,47,62,-38,pause
-3,-1,-1,0,-51,130,-59,pause
-4,-1,0,0,-51,130,-59,pause
-5,-1,-1,0,-63,161,-28,pause
-5,-3,0,0,-63,161,-28,pause
-5,-1,-1,0,-25,185,9,pause
-4,-1,-1,0,-157,124,8,pause
0,-2,-2,0,-142,70,16,pause
2,-1,-2,0,-81,32,6,pause
2,-1,-1,0,-81,32,6,pause
0,-1,-1,0,-21,16,27,pause
-2,-1,0,0,-21,16,27,pause
-2,-1,-1,0,11,-45,-20,pause
-1,0,-1,0,11,-45,-20,pause
-1,0,-1,0,30,-99,-65,pause
-1,0,0,0,63,-83,-23,pause
0,0,-1,0,63,-83,-23,pause
1,0,0,0,67,-91,-30,pause
1,1,0,0,85,-101,-32,pause
2,0,0,0,92,-103,-13,pause
1,1,1,0,92,-103,-13,pause
1,2,2,0,105,-97,1,pause
1,2,2,0,105,-97,1,pause
2,2,1,0,53,-102,15,pause
2,2,1,0,53,-102,15,pause
4,3,2,0,34,-80,24,pause
3,2,2,0,23,-60,27,pause
2,2,2,0,23,-60,27,pause
3,2,1,0,2,-33,5,pause
0,1,0,0,15,44,-14,pause
0,1,0,0,15,44,-14,pause
-2,0,-1,0,-25,76,-26,pause
-2,-1,-1,0,-20,100,-70,pause
-3,-1,0,0,-79,145,-38,pause
-4,-2,0,0,-79,145,-38,pause
-5,-1,0,0,-17,162,-32,pause
-4,-3,-1,0,-17,162,-32,pause
-4,-3,-1,0,-17,162,-32,pause
-4,-3,-1,0,-17,162,-32,pause
1,-1,-2,0,-114,97,-16,pause
2,-1,-2,0,-103,47,-15,pause
1,-1,-2,0,-103,47,-15,pause
0,-1,-1,0,-71,34,9,pause
0,-1,-1,0,-71,34,9,pause
0,-1,-1,0,-71,34,9,pause
0,-1,-1,0,-71,34,9,pause
0,-1,-1,0,-71,34,9,pause
0,-1,-1,0,-71,34,9,pause
0,-1,-1,0,-71,34,9,pause
0,-1,-1,0,-71,34,9,pause
0,-1,-1,0,-71,34,9,pause
0,-1,-1,0,-71,34,9,pause
0,-1,-1,0,-71,34,9,pause
0,-1,-1,0,-71,34,9,pause
2,3,2,0,58,59,-44,pause
1,2,1,0,58,59,-44,pause
-1,1,0,0,-49,106,-68,pause
-2,0,-1,0,-49,106,-68,pause
-3,-1,0,0,-47,134,-38,pause
-3,-2,0,0,-47,134,-38,pause
-3,-2,0,0,-47,134,-38,pause
-4,-1,0,0,-71,156,-13,pause
-1,-1,0,0,-116,128,-17,pause
0,-1,-1,0,-125,87,15,pause
2,-1,-1,0,-125,87,15,pause
2,-2,-2,0,-169,34,31,pause
1,-2,-2,0,-37,18,9,pause
-1,-1,-3,0,-37,18,9,pause
-1,-1,-3,0,22,-7,-5,pause
-1,0,-3,0,22,-7,-5,pause
-1,0,-3,0,22,-7,-5,pause
-1,0,-3,0,22,-7,-5,pause
-1,0,-3,0,22,-7,-5,pause
-1,0,-3,0,22,-7,-5,pause
-1,1,-2,0,14,24,38,pause
-1,1,-2,0,14,24,38,pause
0,1,-2,0,25,13,19,pause
0,1,-1,0,25,13,19,pause
0,0,-1,0,-11,4,3,pause
0,1,-1,0,-22,-3,-13,pause
0,1,-1,0,-22,-3,-13,pause
0,1,-1,0,4,-1,-8,pause
0,0,-1,0,4,-1,-8,pause
0,0,0,0,-8,1,1,pause
0,0,0,0,-1,-1,1,pause
0,0,0,0,-1,-1,1,pause
0,0,0,0,4,-3,-2,pause
0,0,0,0,4,-3,-2,pause
0,0,0,0,0,-4,-4,pause
0,0,0,0,0,-3,-4,pause
0,0,0,0,0,-3,-4,pause
0,0,0,0,1,-3,-3,pause
0,0,0,0,1,-3,-3,pause
0,0,0,0,-1,-2,-1,pause
0,0,0,0,-6,-3,-4,pause
0,0,0,0,-5,-3,-7,pause
0,0,0,0,-5,-3,-7,pause
0,0,0,0,-5,-12,-14,pause
0,0,0,0,-10,-12,-13,pause
0,0,0,0,-10,-12,-13,pause
0,0,0,0,0,-4,-9,pause
0,0,0,0,0,-4,-9,pause
0,0,0,0,11,2,-6,pause
0,0,0,0,10,-5,-6,pause
0,0,0,0,10,-5,-6,pause
0,0,0,0,9,-10,-8,pause
0,0,0,0,9,-10,-8,pause
0,0,0,0,9,-10,-8,pause
0,0,0,0,9,-10,-8,pause
0,0,0,0,9,-10,-8,pause
0,0,0,0,9,-10,-8,pause
0,0,0,0,9,-10,-8,pause
0,0,0,0,9,-10,-8,pause
0,0,0,0,9,-10,-8,pause
0,-1,1,0,1,-3,-11,pause
0,-1,1,0,1,-3,-11,pause
0,0,1,0,11,-2,-17,pause
0,0,1,0,14,-5,-23,pause
0,0,0,0,14,-5,-23,pause
0,0,0,0,23,1,-30,pause
0,-1,0,0,23,1,-30,pause
0,-1,0,0,23,4,-31,pause
1,-1,0,0,49,14,-36,pause
0,-2,0,0,49,14,-36,pause
0,-2,0,0,95,23,-58,pause
0,-2,0,0,95,23,-58,pause
0,-2,0,0,77,11,-70,pause
0,-3,0,0,36,12,-57,pause
0,-2,0,0,36,12,-57,pause
2,-1,0,0,44,46,-76,pause
1,-1,0,0,63,72,-75,pause
1,-1,0,0,-37,23,-75,pause
1,-1,-1,0,-37,23,-75,pause
1,-1,-1,0,-64,12,-47,pause
1,-1,-1,0,-64,12,-47,pause
2,0,-1,0,-35,29,-17,pause
2,-1,-1,0,-29,20,0,pause
0,-1,-1,0,-29,20,0,pause
0,-1,-1,0,-66,-1,7,pause
0,0,-1,0,-66,-1,7,pause
0,-1,0,0,-95,24,13,pause
0,-1,-1,0,-24,20,8,pause
0,0,-2,0,-24,20,8,pause
0,0,-1,0,-17,12,4,pause
0,0,-1,0,-17,12,4,pause
0,0,-1,0,21,12,-1,pause
0,0,-1,0,21,12,-1,pause
0,0,-1,0,21,12,-1,pause
0,0,-1,0,21,12,-1,pause
0,0,-1,0,21,12,-1,pause
0,0,-1,0,21,12,-1,pause
0,0,-1,0,21,12,-1,pause
0,0,-1,0,21,12,-1,pause
0,0,-1,0,21,12,-1,pause
0,0,-1,0,21,12,-1,pause
0,0,-1,0,21,12,-1,pause
6,-1,-1,0,21,12,-1,pause
5,0,-1,0,6,-26,-3,pause
4,-1,-1,0,6,-26,-3,pause
3,0,-1,0,8,-24,-3,pause
2,0,0,0,7,-23,-2,pause
1,0,0,0,6,-21,-4,pause
1,0,0,0,6,-21,-4,pause
1,0,0,0,3,-17,-5,pause
1,0,0,0,4,-11,-1,pause
0,0,0,0,4,-11,-1,pause
0,0,0,0,2,-8,-4,pause
0,0,0,0,2,-8,-4,pause
0,0,0,0,0,-8,-5,pause
0,0,0,0,1,-6,-3,pause
0,0,0,0,1,-6,-3,pause
0,0,0,0,-4,-3,-4,pause
0,0,0,0,-4,-3,-4,pause
0,0,0,0,-4,-3,-4,pause
0,0,0,0,0,-7,-9,pause
0,0,0,0,-5,-2,-5,pause
0,0,0,0,-5,-2,-5,pause
0,0,0,0,5,2,-4,pause
0,0,0,0,1,2,-9,pause
0,0,0,0,1,2,-9,pause
0,0,0,0,0,2,-10,pause
0,0,0,0,0,2,-10,pause
0,0,0,0,0,2,-5,pause
0,0,0,0,2,2,-3,pause
0,0,0,0,2,2,-3,pause
0,0,0,0,2,2,-2,pause
0,0,0,0,2,2,-2,pause
0,0,0,0,0,-1,-3,pause
0,0,0,0,0,-1,-3,pause
0,0,0,0,0,-1,-3,pause
0,0,0,0,0,-1,-3,pause
0,0,0,0,0,-1,-3,pause
0,0,0,0,0,-1,-3,pause
0,0,0,0,0,-1,-3,pause
0,0,0,0,0,-1,-3,pause
0,0,0,0,0,-1,-3,pause
0,0,0,0,0,-1,-3,pause
0,0,0,0,0,-1,-3,pause
0,0,0,0,0,-1,-3,pause
0,0,0,0,0,-1,-3,pause
0,0,1,0,0,-1,-3,pause
0,1,0,0,-6,-64,12,pause
0,0,1,0,20,-49,16,pause
-1,1,1,0,18,-57,4,pause
-2,-1,0,0,18,-57,4,pause
-2,1,0,0,11,-66,12,pause
-1,1,1,0,7,-46,-16,pause
0,1,1,0,7,-46,-16,pause
0,0,0,0,-9,-25,-30,pause
0,0,-1,0,-9,-25,-30,pause
0,-1,-1,0,3,-12,-31,pause
0,-1,-1,0,2,-7,-25,pause
0,-1,0,0,2,-7,-25,pause
0,-2,0,0,46,-26,-29,pause
0,-2,0,0,46,-26,-29,pause
0,-2,1,0,83,-64,-25,pause
1,-1,2,0,28,-99,-19,pause
2,-1,2,0,28,-99,-19,pause
2,1,4,0,51,-76,-11,pause
3,2,3,0,51,-76,-11,pause
3,2,2,0,55,-44,-20,pause
2,1,1,0,70,11,-26,pause
2,1,0,0,70,11,-26,pause
1,0,0,0,39,26,-58,pause
0,0,1,0,-11,27,-68,pause
0,1,1,0,21,55,-54,pause
-1,0,1,0,21,55,-54,pause
-1,1,2,0,31,59,-32,pause
-1,1,2,0,31,59,-32,pause
0,2,2,0,32,44,-16,pause
0,1,2,0,26,34,12,pause
0,1,2,0,26,34,12,pause
0,1,2,0,26,34,12,pause
0,1,2,0,26,34,12,pause
0,1,2,0,26,34,12,pause
0,1,2,0,26,34,12,pause
0,1,2,0,26,34,12,pause
0,1,2,0,26,34,12,pause
0,1,2,0,26,34,12,pause
0,1,2,0,26,34,12,pause
-1,8,5,0,47,2,-73,pause
-1,8,5,0,47,2,-73,pause
-1,5,2,0,-13,-32,-95,pause
0,4,2,0,-13,-32,-95,pause
0,4,2,0,-4,-10,-87,pause
0,3,1,0,-4,-10,-87,pause
0,2,0,0,-33,-8,-70,pause
-1,1,1,0,-22,14,-46,pause
-2,1,1,0,-22,14,-46,pause
-2,1,1,0,13,49,-11,pause
-4,0,2,0,28,48,36,pause
-4,0,1,0,15,2,58,pause
-2,0,0,0,15,2,58,pause
0,1,-1,0,-22,-69,19,pause
1,0,-2,0,-22,-69,19,pause
2,-1,-3,0,-52,-107,-4,pause
3,-2,-1,0,-58,-60,-5,pause
3,-1,1,0,-58,-60,-5,pause
3,0,2,0,46,22,23,pause
2,1,3,0,46,22,23,pause
2,0,1,0,-13,13,50,pause
2,0,-1,0,-17,-11,27,pause
2,-1,-2,0,-17,-11,27,pause
1,-2,-1,0,-33,-18,26,pause
0,-2,0,0,-33,-18,26,pause
-1,0,1,0,43,10,-8,pause
-1,-1,1,0,-49,-3,-6,pause
-1,-1,1,0,-49,-3,-6,pause
-1,0,1,0,13,-15,6,pause
1,0,-1,0,-31,-27,-7,pause
1,0,-1,0,-7,-25,-5,abs
1,0,0,0,2,-24,-10,abs
1,0,0,0,2,-24,-10,abs
1,0,0,0,-9,-29,-15,abs
1,0,0,0,-9,-29,-15,abs
1,0,0,0,3,-28,-16,abs
1,0,0,0,9,-31,-14,abs
1,0,-1,0,9,-31,-14,abs
1,0,-1,0,2,-36,-9,abs
2,0,-1,0,2,-36,-9,abs
1,0,-2,0,-9,-30,-5,abs
1,0,-1,0,0,-12,-4,abs
0,0,0,0,10,5,3,abs
0,0,0,0,10,5,3,abs
0,0,0,0,8,5,13,abs
0,0,0,0,-5,-1,13,abs
0,-1,0,0,-5,-1,13,abs
0,0,0,0,5,3,8,abs
0,0,0,0,1,0,3,abs
0,0,0,0,1,0,3,abs
0,0,0,0,-1,-1,0,abs
0,0,0,0,2,0,-1,abs
0,0,0,0,2,0,-1,abs
0,0,0,0,-1,-1,-1,abs
0,0,0,0,-2,-2,-1,abs
0,0,0,0,-2,-2,-1,abs
0,0,0,0,1,0,-2,abs
0,0,0,0,1,0,-2,abs
0,0,0,0,-1,-1,-1,abs
0,0,0,0,-1,2,-1,abs
0,0,0,0,-1,2,-1,abs
0,0,0,0,-2,2,-2,abs
0,0,0,0,-2,2,-2,abs
0,0,0,0,-1,2,-3,abs
0,0,0,0,0,-1,-3,abs
0,0,0,0,0,-1,-3,abs
0,0,0,0,-3,4,-2,abs
0,0,0,0,-12,13,2,abs
0,0,0,0,-6,31,2,abs
0,0,1,0,-6,31,2,abs
-1,0,1,0,4,32,3,abs
-1,0,1,0,4,32,3,abs
-1,0,1,0,0,29,1,abs
-1,0,1,0,1,24,-5,abs
-1,0,1,0,1,24,-5,abs
-1,0,1,0,-2,20,-3,abs
-1,0,1,0,-2,20,-3,abs
-1,0,1,0,5,15,-6,abs
0,0,0,0,1,14,-6,abs
-1,0,0,0,1,14,-6,abs
-1,0,0,0,4,20,-8,abs
-1,0,0,0,4,20,-8,abs
-1,0,0,0,7,24,-8,abs
-1,0,0,0,1,21,-9,abs
-1,0,0,0,1,21,-9,abs
-1,0,0,0,2,18,-10,abs
-1,0,0,0,2,18,-10,abs
-1,0,0,0,-4,15,-10,abs
-1,0,0,0,-4,15,-10,abs
-1,0,0,0,-4,15,-10,abs
-1,0,0,0,-4,15,-10,abs
-1,0,0,0,-4,15,-10,abs
-1,0,0,0,-4,15,-10,abs
-1,0,0,0,-4,15,-10,abs
-1,0,0,0,-4,15,-10,abs
-1,0,0,0,-4,15,-10,abs
-1,0,0,0,-4,15,-10,abs
-5,1,-12,0,68,21,-41,abs
-4,-1,-11,0,68,21,-41,abs
-3,0,-7,0,51,21,-30,abs
-2,-1,-7,0,-77,1,25,abs
-1,1,-4,0,-77,1,25,abs
-1,2,-2,0,-91,-35,56,abs
0,2,-1,0,-111,-67,83,abs
0,3,0,0,-111,-67,83,abs
-1,3,1,0,-111,-107,85,abs
0,2,2,0,-111,-107,85,abs
0,3,3,0,-101,-91,75,abs
1,2,3,0,-82,-51,80,abs
2,3,3,0,-82,-51,80,abs
2,2,3,0,-67,-21,66,abs
1,1,3,0,-37,0,39,abs
1,1,2,0,-26,1,30,abs
1,1,2,0,-26,1,30,abs
2,1,2,0,-21,-3,35,abs
2,1,2,0,-21,-3,35,abs
0,1,1,0,-9,6,26,abs
1,0,1,0,-13,-3,32,abs
1,0,1,0,-13,-3,32,abs
1,1,1,0,-11,-22,33,abs
1,1,1,0,-11,-22,33,abs
1,0,0,0,-20,-17,30,abs
1,0,0,0,-23,-5,31,abs
0,0,0,0,-23,-5,31,abs
0,-1,0,0,-29,-14,39,abs
1,-1,1,0,-29,-14,39,abs
2,-1,1,0,-33,-14,52,abs
3,-2,1,0,-42,-14,38,abs
3,-3,2,0,-42,-14,38,abs
4,-2,2,0,-20,-17,18,abs
3,-1,2,0,-4,9,-15,abs
1,0,1,0,20,14,-31,abs
0,0,0,0,45,18,-60,abs
-2,0,0,0,45,18,-60,abs
-3,0,-1,0,59,21,-84,abs
-3,0,-2,0,61,12,-88,abs
-3,1,-2,0,64,-3,-91,abs
-3,1,-2,0,64,-3,-91,abs
-4,1,-2,0,59,-17,-89,abs
-3,1,-2,0,59,-25,-90,abs
-3,1,-2,0,59,-25,-90,abs
-4,1,-2,0,70,-20,-109,abs
-8,1,-4,0,70,-20,-109,abs
-9,0,-5,0,79,4,-147,abs
-10,-3,-6,0,22,7,-63,abs
-7,-4,-4,0,22,7,-63,abs
0,-1,0,0,-58,-33,138,abs
2,2,1,0,-58,-33,138,abs
2,2,2,0,-59,-35,110,abs
4,2,2,0,-47,-32,100,abs
4,2,2,0,-47,-32,100,abs
4,1,2,0,-40,-10,87,abs
3,0,2,0,-40,-10,87,abs
3,0,2,0,-40,-10,87,abs
4,-1,2,0,-39,-20,87,abs
4,1,1,0,-11,-3,63,abs
3,1,1,0,-11,-3,63,abs
1,0,1,0,-13,6,37,abs
1,0,1,0,-16,-2,54,abs
2,-1,1,0,-22,9,69,abs
2,-1,1,0,-22,9,69,abs
3,-2,1,0,-17,2,58,abs
4,-3,1,0,-26,-3,45,abs
4,-3,1,0,-26,-3,45,abs
4,-3,1,0,-26,-3,45,abs
2,-2,1,0,-18,3,6,abs
2,-1,1,0,-2,-1,-19,abs
2,0,1,0,20,9,-49,abs
0,0,0,0,20,9,-49,abs
-1,0,0,0,32,16,-80,abs
-3,1,-1,0,32,16,-80,abs
-3,1,-1,0,38,14,-96,abs
-3,1,-1,0,40,-3,-94,abs
-3,1,-1,0,40,-3,-94,abs
-3,1,-1,0,39,-6,-99,abs
-4,1,-1,0,38,3,-105,abs
-3,1,-1,0,42,0,-97,abs
-4,1,-2,0,42,0,-97,abs
-6,1,-3,0,55,7,-114,abs
-8,3,-3,0,55,7,-114,abs
-8,-1,-3,0,31,-9,-110,abs
-9,-2,-3,0,-13,-8,-3,abs
-3,-2,-1,0,-13,-8,-3,abs
1,1,1,0,-48,-15,124,abs
2,1,1,0,-48,-15,124,abs
3,1,2,0,-39,-45,106,abs
4,2,2,0,-16,-24,94,abs
4,1,1,0,-16,-24,94,abs
3,0,1,0,-32,1,79,abs
3,-1,1,0,-32,1,79,abs
3,-1,1,0,-32,1,79,abs
3,-1,1,0,-32,1,79,abs
4,0,1,0,-10,-10,61,abs
2,0,0,0,-11,-3,47,abs
2,0,1,0,-16,-7,62,abs
2,-1,1,0,-16,-7,62,abs
2,-1,1,0,-11,0,64,abs
1,-1,0,0,-11,0,64,abs
2,-2,0,0,-18,14,59,abs
4,-3,1,0,-29,2,61,abs
5,-3,1,0,-29,2,61,abs
3,-2,1,0,1,-3,-20,abs
3,-2,1,0,1,-3,-20,abs
2,0,1,0,28,8,-60,abs
0,0,0,0,28,8,-60,abs
-2,1,-1,0,45,23,-99,abs
-2,1,-1,0,45,23,-99,abs
-2,1,-1,0,45,23,-99,abs
-2,1,-1,0,45,23,-99,abs
-2,1,-1,0,45,23,-99,abs
-2,1,-1,0,45,23,-99,abs
-2,1,-1,0,45,23,-99,abs
-2,1,-1,0,45,23,-99,abs
-2,1,-1,0,45,23,-99,abs
-2,1,-1,0,45,23,-99,abs
-2,1,-1,0,45,23,-99,abs
-4,4,-1,0,-17,2,51,abs
-3,2,-1,0,-14,16,51,abs
-3,2,-1,0,-21,1,61,abs
-1,0,0,0,-21,1,61,abs
0,0,0,0,-35,5,79,abs
2,-2,0,0,-46,-12,73,abs
3,-2,1,0,-46,-12,73,abs
3,-3,1,0,-31,-20,45,abs
2,-1,1,0,15,-17,9,abs
2,-1,0,0,5,6,-18,abs
1,0,0,0,5,6,-18,abs
0,0,0,0,14,16,-60,abs
-1,0,0,0,14,16,-60,abs
-1,0,0,0,14,16,-60,abs
-1,0,0,0,14,16,-60,abs
-5,3,0,0,14,16,-60,abs
-4,2,0,0,14,16,-60,abs
-5,2,-1,0,25,18,-101,abs
-4,2,-1,0,29,20,-105,abs
-4,2,-1,0,42,17,-108,abs
-5,2,-1,0,42,17,-108,abs
-6,3,-1,0,39,17,-109,abs
-9,2,-2,0,41,14,-107,abs
-9,1,-2,0,41,14,-107,abs
-6,-1,-1,0,-4,-20,-3,abs
-2,-2,0,0,-4,-20,-3,abs
1,1,1,0,-32,-1,99,abs
2,1,0,0,-26,-12,70,abs
2,1,1,0,-26,-12,70,abs
2,1,1,0,5,-18,66,abs
3,0,1,0,5,-18,66,abs
3,-1,0,0,-16,-6,84,abs
3,-1,0,0,-16,-15,71,abs
3,-1,0,0,-16,-15,71,abs
3,0,0,0,-7,-19,68,abs
4,1,1,0,-7,-19,68,abs
3,1,0,0,-5,-2,63,abs
2,0,0,0,-7,-3,42,abs
1,0,0,0,-7,-3,42,abs
2,0,1,0,-11,-18,48,abs
1,-1,0,0,-23,-2,57,abs
1,-1,0,0,-15,8,73,abs
1,-1,0,0,-15,8,73,abs
2,-2,0,0,-12,-10,78,abs
3,-4,0,0,-12,-10,78,abs
5,-3,1,0,-24,-20,70,abs
5,-3,1,0,-27,-2,29,abs
3,-4,1,0,-27,-2,29,abs
3,-2,1,0,-1,-7,-7,abs
3,-2,1,0,-1,-7,-7,abs
1,0,0,0,13,9,-43,abs
0,0,0,0,31,19,-82,abs
-2,1,0,0,31,19,-82,abs
-3,1,0,0,32,19,-100,abs
-3,2,0,0,32,19,-100,abs
-3,2,0,0,34,11,-105,abs
-3,2,0,0,34,6,-108,abs
-4,2,-1,0,30,10,-111,abs
-4,2,-1,0,30,10,-111,abs
-4,2,-1,0,41,8,-115,abs
-4,1,-1,0,43,21,-117,abs
-5,1,-2,0,43,21,-117,abs
-8,3,-3,0,57,29,-122,abs
-10,1,-3,0,57,29,-122,abs
-9,-1,-3,0,18,-6,-103,abs
-5,-2,-1,0,-29,-8,94,abs
0,-1,0,0,-29,-8,94,abs
3,0,1,0,-31,-22,100,abs
3,2,1,0,-31,-22,100,abs
3,3,1,0,12,-19,78,abs
3,1,1,0,-29,-10,72,abs
3,1,1,0,-29,-10,72,abs
3,-1,1,0,-39,-14,70,abs
3,0,1,0,-39,-14,70,abs
3,0,1,0,-39,-14,70,abs
3,0,1,0,-39,-14,70,abs
3,0,1,0,-39,-14,70,abs
3,0,1,0,-39,-14,70,abs
3,0,1,0,-39,-14,70,abs
3,0,1,0,-39,-14,70,abs
3,0,1,0,-39,-14,70,abs
3,0,1,0,-39,-14,70,abs
3,0,1,0,-39,-14,70,abs
3,0,1,0,-39,-14,70,abs
-5,3,-1,0,25,1,-90,abs
-5,0,-1,0,25,1,-90,abs
-5,-2,-1,0,-4,-3,-52,abs
-3,-2,0,0,-4,-3,-52,abs
0,0,0,0,-27,2,73,abs
1,1,1,0,-23,-28,69,abs
2,1,1,0,-23,-28,69,abs
2,2,1,0,-11,-28,75,abs
2,0,1,0,-23,-17,79,abs
3,-1,1,0,-10,-16,83,abs
4,-1,1,0,-10,-16,83,abs
4,-1,0,0,-2,-6,72,abs
3,0,0,0,-2,-6,72,abs
3,0,0,0,-6,-8,58,abs
3,0,0,0,2,-21,53,abs
3,0,0,0,2,-21,53,abs
3,0,0,0,-4,-16,57,abs
2,0,0,0,-4,-16,57,abs
1,-1,0,0,-3,3,47,abs
0,0,0,0,1,-4,61,abs
1,-1,0,0,1,-4,61,abs
1,-1,0,0,2,3,73,abs
1,-1,0,0,2,3,73,abs
3,-3,0,0,-14,-2,80,abs
4,-3,0,0,-18,-4,85,abs
4,-3,0,0,-9,-14,31,abs
3,-3,0,0,-9,-14,31,abs
3,-2,0,0,-1,-5,6,abs
2,-1,0,0,5,12,-34,abs
0,0,0,0,5,12,-34,abs
0,2,6,0,-3,0,0,pause
0,2,5,0,-3,0,0,pause
0,1,4,0,-1,-1,1,pause
0,1,3,0,-1,-1,1,pause
0,1,2,0,0,0,0,pause
0,1,2,0,-3,0,0,pause
0,0,1,0,-1,0,1,pause
0,0,1,0,-1,0,1,pause
0,0,1,0,0,-1,0,pause
0,0,1,0,-2,-1,0,pause
0,0,1,0,-2,-1,0,pause
0,0,0,0,-3,-2,-1,pause
0,0,0,0,-3,-2,-1,pause
0,0,0,0,-3,-2,0,pause
0,0,0,0,-2,-4,-2,pause
0,0,0,0,-2,-4,-2,pause
0,0,0,0,-3,-6,-3,pause
0,0,0,0,-3,-6,-3,pause
0,0,0,0,-4,-8,-3,pause
0,0,0,0,-7,-9,-5,pause
0,0,0,0,-7,-9,-5,pause
0,0,0,0,-5,-9,-4,pause
0,0,0,0,-5,-9,-4,pause
0,0,0,0,-10,-9,-2,pause
0,0,0,0,-12,-7,-1,pause
0,0,0,0,-7,-5,-2,pause
0,0,0,0,-7,-5,-2,pause
0,0,0,0,11,-5,-1,pause
0,0,0,0,13,0,1,pause
0,0,0,0,13,0,1,pause
0,0,0,0,-18,2,10,pause
0,0,0,0,-18,2,10,pause
0,0,0,0,-7,5,10,pause
0,0,0,0,-5,7,6,pause
0,0,0,0,-5,7,6,pause
0,0,0,0,-22,-3,10,pause
0,0,0,0,-22,-3,10,pause
0,-1,0,0,-103,-5,13,pause
0,-3,1,0,-156,-3,14,pause
0,-4,0,0,-156,-3,14,pause
0,-3,0,0,-121,-10,0,pause
0,-4,-1,0,-121,-10,0,pause
0,-4,-1,0,-164,-2,-7,pause
0,-4,-2,0,-121,-4,-5,pause
0,-3,-1,0,116,-3,7,pause
0,0,1,0,116,-3,7,pause
0,5,1,0,389,3,-10,pause
0,5,1,0,389,3,-10,pause
0,5,1,0,159,-5,-26,pause
0,4,1,0,46,-7,-22,pause
0,3,0,0,46,-7,-22,pause
0,3,0,0,6,-5,-15,pause
0,2,0,0,6,-5,-15,pause
0,2,0,0,-28,-9,-15,pause
0,1,0,0,-28,-9,-15,pause
0,1,0,0,-13,-22,-6,pause
0,1,0,0,-2,-8,-11,pause
0,0,0,0,-2,-8,-11,pause
0,1,0,0,-23,-7,-12,pause
0,0,0,0,-23,-7,-12,pause
0,0,0,0,-21,-16,7,pause
0,-1,0,0,-40,-16,13,pause
0,-1,0,0,-40,-16,13,pause
1,-2,0,0,-73,-18,11,pause
0,-1,0,0,-73,-18,11,pause
0,-3,0,0,-140,-7,10,pause
1,-3,0,0,2,-12,4,pause
1,-2,0,0,2,-12,4,pause
1,-3,-1,0,-71,-7,-1,pause
0,-1,-1,0,-71,-7,-1,pause
0,-3,-1,0,-83,14,16,pause
0,-3,-1,0,-83,14,16,pause
0,-3,-1,0,-55,-3,21,pause
0,-3,-1,0,-55,-3,21,pause
0,-2,-1,0,-36,-9,11,pause
0,-3,-1,0,-70,-19,7,pause
0,-1,-2,0,-70,-19,7,pause
0,-2,-2,0,-65,-11,5,pause
0,-2,-2,0,-65,-11,5,pause
0,-1,-2,0,-40,0,2,pause
0,-1,-2,0,-74,22,2,pause
0,-1,-1,0,-74,22,2,pause
0,-1,-1,0,-33,11,3,pause
0,-1,-2,0,-33,11,3,pause
0,-1,-1,0,-38,9,9,pause
0,-1,-2,0,-27,10,1,pause
0,-1,-1,0,-27,10,1,pause
0,-1,-1,0,-16,12,-6,pause
0,0,-1,0,-16,12,-6,pause
0,-1,0,0,-3,13,-3,pause
0,0,0,0,1,6,-8,pause
0,0,0,0,-4,6,-2,pause
0,0,0,0,-4,6,-2,pause
0,0,0,0,-7,0,0,pause
0,0,0,0,-1,3,2,pause
0,0,0,0,-1,3,2,pause
0,0,0,0,-7,5,3,pause
0,0,0,0,-7,5,3,pause
0,0,0,0,-2,7,0,pause
0,0,0,0,14,4,-6,pause
0,0,0,0,14,4,-6,pause
0,0,0,0,2,2,-3,pause
0,0,0,0,9,0,-5,pause
0,0,0,0,4,0,-1,pause
0,0,0,0,4,0,-1,pause
0,0,0,0,2,0,-1,pause
0,0,0,0,2,0,-1,pause
0,0,0,0,0,0,0,pause
0,0,0,0,-1,0,0,pause
0,0,0,0,-1,0,0,pause
0,0,0,0,1,2,-1,pause
0,0,0,0,1,2,-1,pause
0,0,0,0,-2,2,0,pause
0,0,0,0,-4,-1,1,pause
0,0,0,0,-4,-1,1,pause
0,0,0,0,-3,0,1,pause
0,0,0,0,-3,0,1,pause
0,0,0,0,-2,1,0,pause
0,0,0,0,-2,0,0,pause
0,0,0,0,-2,-2,0,pause
0,0,0,0,-2,-2,0,pause
0,0,0,0,-3,0,1,pause
0,0,0,0,6,1,-3,pause
0,0,0,0,6,1,-3,pause
0,1,0,0,24,-8,-3,pause
0,0,0,0,24,-8,-3,pause
0,0,0,0,18,-8,-7,pause
0,0,0,0,22,-4,-3,pause
0,0,1,0,22,-4,-3,pause
0,0,0,0,12,3,-3,pause
0,0,1,0,12,3,-3,pause
0,0,0,0,2,3,-5,pause
0,0,0,0,1,2,-3,pause
0,0,0,0,1,2,-3,pause
0,0,0,0,-5,3,-2,pause
0,0,0,0,-5,3,-2,pause
0,0,0,0,-9,-1,-2,pause
0,0,0,0,-2,-1,0,pause
0,0,0,0,2,1,-1,pause
