x_axis,y_axis,z_axis,ax_axis,ay_axis,az_axis,activity_type
-124,-59,39,1,0,7,pushups
-95,-41,40,0,3,5,pushups
-95,-41,40,0,3,5,pushups
-82,-26,40,1,2,5,pushups
-82,-26,40,1,2,5,pushups
-73,-12,33,1,1,4,pushups
-73,-12,33,1,1,4,pushups
-68,-12,28,0,1,3,pushups
-68,-12,28,0,1,3,pushups
-70,-20,27,1,1,3,pushups
-70,-20,27,1,1,3,pushups
-61,-11,19,1,1,3,pushups
-61,-11,19,1,1,3,pushups
-67,-2,19,1,1,3,pushups
-67,-2,19,1,1,3,pushups
-56,12,14,1,0,3,pushups
-56,12,14,1,0,3,pushups
-56,12,10,0,1,3,pushups
-56,12,10,0,1,3,pushups
-32,17,7,0,0,2,pushups
-32,17,7,0,0,2,pushups
-21,19,7,0,1,1,pushups
-21,19,7,0,1,1,pushups
-16,16,6,0,-1,1,pushups
-16,16,6,0,-1,1,pushups
-20,19,11,0,0,0,pushups
-20,19,11,0,0,0,pushups
-28,14,11,1,0,1,pushups
-28,14,11,1,0,1,pushups
-29,24,6,0,-1,1,pushups
-29,24,6,0,-1,1,pushups
-41,18,7,0,1,2,pushups
-41,18,7,0,1,2,pushups
-40,4,2,1,-2,3,pushups
-40,4,2,1,-2,3,pushups
-30,-8,9,0,1,4,pushups
-30,-8,9,0,1,4,pushups
-23,-17,8,1,0,5,pushups
-23,-17,8,1,0,5,pushups
-5,-19,9,1,0,5,pushups
-5,-19,9,1,0,5,pushups
37,-5,6,1,1,4,pushups
37,-5,6,1,1,4,pushups
35,9,-7,1,-1,3,pushups
35,9,-7,1,-1,3,pushups
62,22,-8,0,0,1,pushups
62,22,-8,0,0,1,pushups
82,16,-15,0,-1,0,pushups
82,16,-15,0,-1,0,pushups
84,10,-11,0,0,-1,pushups
84,10,-11,0,0,-1,pushups
102,6,-14,0,-1,-3,pushups
102,6,-14,0,-1,-3,pushups
82,4,-15,0,0,-4,pushups
82,4,-15,0,0,-4,pushups
93,-4,-20,0,-1,-6,pushups
93,-4,-20,0,-1,-6,pushups
78,-1,-14,-1,0,-4,pushups
78,-1,-14,-1,0,-4,pushups
68,12,-20,-2,1,-5,pushups
68,12,-20,-2,1,-5,pushups
63,-2,-23,0,-1,-3,pushups
63,-2,-23,0,-1,-3,pushups
63,9,-16,-1,1,-3,pushups
63,9,-16,-1,1,-3,pushups
74,16,-17,0,0,-1,pushups
74,16,-17,0,0,-1,pushups
86,36,-16,-1,1,-3,pushups
86,36,-16,-1,1,-3,pushups
125,43,-24,0,0,-2,pushups
125,43,-24,0,0,-2,pushups
132,51,-28,-1,1,-4,pushups
132,51,-28,-1,1,-4,pushups
163,55,-30,-1,-3,-6,pushups
163,55,-30,-1,-3,-6,pushups
130,55,-19,-1,0,-7,pushups
130,55,-19,-1,0,-7,pushups
119,47,-14,0,-1,-6,pushups
119,47,-14,0,-1,-6,pushups
113,27,-9,1,-2,-2,pushups
113,27,-9,1,-2,-2,pushups
118,28,-21,0,-4,-2,pushups
118,28,-21,0,-4,-2,pushups
103,15,-11,1,0,-2,pushups
103,15,-11,1,0,-2,pushups
135,16,-34,0,-4,-3,pushups
135,16,-34,0,-4,-3,pushups
102,23,-30,-1,-1,-4,pushups
102,23,-30,-1,-1,-4,pushups
65,11,-3,0,-1,-3,pushups
65,11,-3,0,-1,-3,pushups
35,3,-6,0,-3,-3,pushups
35,3,-6,0,-3,-3,pushups
26,-6,-4,-1,0,-2,pushups
26,-6,-4,-1,0,-2,pushups
-17,-23,4,-1,-2,-3,pushups
-17,-23,4,-1,-2,-3,pushups
-77,-43,22,0,0,-2,pushups
-77,-43,22,0,0,-2,pushups
-121,-64,21,-1,-2,-3,pushups
-121,-64,21,-1,-2,-3,pushups
-166,-71,43,-1,2,0,pushups
-166,-71,43,-1,2,0,pushups
-194,-69,41,0,0,-1,pushups
-194,-69,41,0,0,-1,pushups
-216,-84,45,-1,1,3,pushups
-216,-84,45,-1,1,3,pushups
-229,-80,51,0,1,5,pushups
-229,-80,51,0,1,5,pushups
-164,-59,34,-1,4,6,pushups
-164,-59,34,-1,4,6,pushups
-144,-70,41,0,1,6,pushups
-144,-70,41,0,1,6,pushups
-99,-46,48,0,3,6,pushups
-99,-46,48,0,3,6,pushups
-79,-26,50,0,3,5,pushups
-79,-26,50,0,3,5,pushups
-65,7,43,1,2,4,pushups
-65,7,43,1,2,4,pushups
-75,-4,34,0,2,3,pushups
-75,-4,34,0,2,3,pushups
-63,-8,32,1,1,3,pushups
-63,-8,32,1,1,3,pushups
-58,-7,16,1,1,3,pushups
-58,-7,16,1,1,3,pushups
-62,2,26,1,2,3,pushups
-62,2,26,1,2,3,pushups
-64,-4,15,1,0,3,pushups
-64,-4,15,1,0,3,pushups
-38,7,10,0,1,2,pushups
-38,7,10,0,1,2,pushups
-43,6,14,0,1,1,pushups
-43,6,14,0,1,1,pushups
-37,7,14,0,1,1,pushups
-37,7,14,0,1,1,pushups
-25,11,13,0,1,1,pushups
-25,11,13,0,1,1,pushups
-30,16,12,1,0,0,pushups
-30,16,12,1,0,0,pushups
-33,9,11,0,1,1,pushups
-33,9,11,0,1,1,pushups
-40,4,6,1,-2,1,pushups
-40,4,6,1,-2,1,pushups
-47,4,9,0,1,2,pushups
-47,4,9,0,1,2,pushups
-53,-11,4,1,-2,2,pushups
-53,-11,4,1,-2,2,pushups
-52,-17,8,0,1,4,pushups
-52,-17,8,0,1,4,pushups
-64,-27,10,1,-1,4,pushups
-64,-27,10,1,-1,4,pushups
-38,-32,10,1,0,6,pushups
-38,-32,10,1,0,6,pushups
-22,-30,7,2,-1,6,pushups
-22,-30,7,2,-1,6,pushups
-5,-22,6,1,1,5,pushups
-5,-22,6,1,1,5,pushups
39,-4,-1,1,0,4,pushups
39,-4,-1,1,0,4,pushups
53,10,-15,1,-1,2,pushups
53,10,-15,1,-1,2,pushups
80,23,-14,0,1,0,pushups
80,23,-14,0,1,0,pushups
95,19,-22,0,-1,-1,pushups
95,19,-22,0,-1,-1,pushups
99,15,-24,-1,0,-3,pushups
99,15,-24,-1,0,-3,pushups
124,11,-37,-1,0,-4,pushups
124,11,-37,-1,0,-4,pushups
102,5,-34,-1,0,-5,pushups
102,5,-34,-1,0,-5,pushups
111,1,-41,-1,-1,-6,pushups
111,1,-41,-1,-1,-6,pushups
79,-6,-37,-2,-1,-6,pushups
79,-6,-37,-2,-1,-6,pushups
75,-9,-34,-2,-1,-5,pushups
75,-9,-34,-2,-1,-5,pushups
48,0,-26,-1,-1,-4,pushups
48,0,-26,-1,-1,-4,pushups
60,4,-24,-1,1,-2,pushups
60,4,-24,-1,1,-2,pushups
55,17,-23,-1,-1,-1,pushups
55,17,-23,-1,-1,-1,pushups
81,29,-30,0,0,-1,pushups
81,29,-30,0,0,-1,pushups
129,54,-33,-1,4,-2,pushups
129,54,-33,-1,4,-2,pushups
137,64,-48,-1,-1,-5,pushups
137,64,-48,-1,-1,-5,pushups
185,84,-54,-2,0,-5,pushups
185,84,-54,-2,0,-5,pushups
175,68,-44,-1,-4,-8,pushups
175,68,-44,-1,-4,-8,pushups
149,51,-33,-1,-1,-7,pushups
149,51,-33,-1,-1,-7,pushups
90,10,-13,1,-5,-3,pushups
90,10,-13,1,-5,-3,pushups
161,21,-42,0,-1,-4,pushups
161,21,-42,0,-1,-4,pushups
103,24,-22,0,0,0,pushups
103,24,-22,0,0,0,pushups
117,14,-36,1,-7,-4,pushups
117,14,-36,1,-7,-4,pushups
83,5,-35,-1,0,-2,pushups
83,5,-35,-1,0,-2,pushups
75,14,-17,-1,-1,-3,pushups
75,14,-17,-1,-1,-3,pushups
27,2,-6,-1,-2,-3,pushups
27,2,-6,-1,-2,-3,pushups
6,-7,-3,-1,-2,-2,pushups
6,-7,-3,-1,-2,-2,pushups
-61,-21,20,-1,0,-3,pushups
-61,-21,20,-1,0,-3,pushups
-113,-42,31,0,-2,-4,pushups
-113,-42,31,0,-2,-4,pushups
-186,-64,54,-1,2,-2,pushups
-186,-64,54,-1,2,-2,pushups
-221,-76,63,0,0,-1,pushups
-221,-76,63,0,0,-1,pushups
-265,-99,73,1,-1,3,pushups
-265,-99,73,1,-1,3,pushups
-251,-81,61,0,1,5,pushups
-251,-81,61,0,1,5,pushups
-184,-68,52,0,4,7,pushups
-184,-68,52,0,4,7,pushups
-126,-56,50,0,2,7,pushups
-126,-56,50,0,2,7,pushups
-107,-50,51,1,3,7,pushups
-107,-50,51,1,3,7,pushups
-86,-27,57,1,3,5,pushups
-86,-27,57,1,3,5,pushups
-73,-15,42,0,3,4,pushups
-73,-15,42,0,3,4,pushups
69,-20,39,1,2,3,pushups
69,-20,39,1,2,3,pushups
-67,-23,36,1,2,3,pushups
-67,-23,36,1,2,3,pushups
-76,-27,36,1,2,3,pushups
-76,-27,36,1,2,3,pushups
-57,-9,30,1,1,3,pushups
-57,-9,30,1,1,3,pushups
-45,-3,29,1,0,3,pushups
-45,-3,29,1,0,3,pushups
-37,16,22,1,1,2,pushups
-37,16,22,1,1,2,pushups
-35,20,20,1,1,2,pushups
-35,20,20,1,1,2,pushups
-30,25,20,0,0,1,pushups
-30,25,20,0,0,1,pushups
-22,27,15,0,1,1,pushups
-22,27,15,0,1,1,pushups
-24,24,12,1,-1,1,pushups
-24,24,12,1,-1,1,pushups
-28,18,11,0,0,1,pushups
-28,18,11,0,0,1,pushups
-44,3,8,1,-1,1,pushups
-44,3,8,1,-1,1,pushups
-49,0,9,0,0,2,pushups
-49,0,9,0,0,2,pushups
-64,-7,12,1,-1,3,pushups
-64,-7,12,1,-1,3,pushups
-65,-19,9,1,-1,4,pushups
-65,-19,9,1,-1,4,pushups
-68,-27,20,2,0,5,pushups
-68,-27,20,2,0,5,pushups
-49,-32,17,2,0,6,pushups
-49,-32,17,2,0,6,pushups
-14,-29,12,2,0,6,pushups
-14,-29,12,2,0,6,pushups
-3,-21,6,2,1,5,pushups
-3,-21,6,2,1,5,pushups
39,-2,-9,2,1,4,pushups
39,-2,-9,2,1,4,pushups
65,17,-25,1,-1,2,pushups
65,17,-25,1,-1,2,pushups
81,25,-29,0,1,0,pushups
81,25,-29,0,1,0,pushups
106,29,-38,0,-1,-1,pushups
106,29,-38,0,-1,-1,pushups
99,23,-33,-1,0,-3,pushups
99,23,-33,-1,0,-3,pushups
116,25,-39,-1,-1,-4,pushups
116,25,-39,-1,-1,-4,pushups
93,17,-43,-3,-1,-7,pushups
93,17,-43,-3,-1,-7,pushups
93,16,-42,-2,-1,-6,pushups
93,16,-42,-2,-1,-6,pushups
77,7,-37,-2,-2,-4,pushups
77,7,-37,-2,-2,-4,pushups
79,8,-38,-2,0,-5,pushups
79,8,-38,-2,0,-5,pushups
64,3,-35,-2,-1,-5,pushups
64,3,-35,-2,-1,-5,pushups
53,-4,-25,-1,-1,-4,pushups
53,-4,-25,-1,-1,-4,pushups
48,-5,-19,-1,1,-2,pushups
48,-5,-19,-1,1,-2,pushups
68,8,-19,0,0,-1,pushups
68,8,-19,0,0,-1,pushups
83,26,-27,0,2,0,pushups
83,26,-27,0,2,0,pushups
133,58,-39,-1,4,-2,pushups
133,58,-39,-1,4,-2,pushups
136,58,-48,-1,-1,-4,pushups
136,58,-48,-1,-1,-4,pushups
183,67,-57,-2,-1,-6,pushups
183,67,-57,-2,-1,-6,pushups
170,64,-47,-2,-2,-8,pushups
170,64,-47,-2,-2,-8,pushups
103,30,-25,0,-1,-4,pushups
103,30,-25,0,-1,-4,pushups
104,33,-20,1,-6,-2,pushups
104,33,-20,1,-6,-2,pushups
113,30,-26,0,-2,-3,pushups
113,30,-26,0,-2,-3,pushups
132,47,-31,1,0,-2,pushups
132,47,-31,1,0,-2,pushups
144,32,-32,0,-4,-4,pushups
144,32,-32,0,-4,-4,pushups
91,15,-24,-1,-2,-3,pushups
91,15,-24,-1,-2,-3,pushups
80,16,-13,-1,-1,-3,pushups
80,16,-13,-1,-1,-3,pushups
26,-7,-4,-1,-2,-4,pushups
26,-7,-4,-1,-2,-4,pushups
-13,-22,-1,-1,-1,-3,pushups
-13,-22,-1,-1,-1,-3,pushups
-98,-41,28,0,-1,-2,pushups
-98,-41,28,0,-1,-2,pushups
-132,-41,43,0,-2,-3,pushups
-132,-41,43,0,-2,-3,pushups
-191,-56,60,0,1,-2,pushups
-191,-56,60,0,1,-2,pushups
-236,-79,65,0,0,-1,pushups
-236,-79,65,0,0,-1,pushups
-265,-84,77,0,0,4,pushups
-265,-84,77,0,0,4,pushups
-219,-58,65,0,3,6,pushups
-219,-58,65,0,3,6,pushups
-176,-59,64,0,2,8,pushups
-176,-59,64,0,2,8,pushups
-125,-50,62,2,3,8,pushups
-125,-50,62,2,3,8,pushups
-85,-38,51,1,5,5,pushups
-85,-38,51,1,5,5,pushups
-75,-16,40,1,2,5,pushups
-75,-16,40,1,2,5,pushups
-68,-24,37,1,2,3,pushups
-68,-24,37,1,2,3,pushups
-76,-31,33,1,2,3,pushups
-76,-31,33,1,2,3,pushups
-71,-20,37,1,2,3,pushups
-71,-20,37,1,2,3,pushups
-66,-9,36,1,2,4,pushups
-66,-9,36,1,2,4,pushups
-66,-1,36,0,1,3,pushups
-66,-1,36,0,1,3,pushups
-45,13,33,1,0,2,pushups
-45,13,33,1,0,2,pushups
-38,22,28,1,1,2,pushups
-38,22,28,1,1,2,pushups
-28,29,20,1,0,1,pushups
-28,29,20,1,0,1,pushups
-28,37,16,0,1,1,pushups
-28,37,16,0,1,1,pushups
-34,30,14,0,-1,0,pushups
-34,30,14,0,-1,0,pushups
-45,19,16,0,0,1,pushups
-45,19,16,0,0,1,pushups
-44,8,20,1,0,2,pushups
-44,8,20,1,0,2,pushups
-54,-2,21,0,1,2,pushups
-54,-2,21,0,1,2,pushups
-64,-13,23,1,0,3,pushups
-64,-13,23,1,0,3,pushups
-55,-6,18,1,-1,3,pushups
-55,-6,18,1,-1,3,pushups
-67,-13,18,2,-1,5,pushups
-67,-13,18,2,-1,5,pushups
-59,-9,17,2,-1,5,pushups
-59,-9,17,2,-1,5,pushups
-43,-10,10,2,0,6,pushups
-43,-10,10,2,0,6,pushups
-21,-5,8,2,1,5,pushups
-21,-5,8,2,1,5,pushups
11,2,-3,2,1,5,pushups
11,2,-3,2,1,5,pushups
37,13,-21,1,0,3,pushups
37,13,-21,1,0,3,pushups
67,18,-29,0,0,2,pushups
67,18,-29,0,0,2,pushups
94,14,-38,0,-1,0,pushups
94,14,-38,0,-1,0,pushups
99,8,-36,-1,-1,-2,pushups
99,8,-36,-1,-1,-2,pushups
116,8,-39,-1,-1,-3,pushups
116,8,-39,-1,-1,-3,pushups
102,5,-34,-1,0,-4,pushups
102,5,-34,-1,0,-4,pushups
102,-4,-35,-1,-1,-5,pushups
102,-4,-35,-1,-1,-5,pushups
92,-11,-40,-1,-1,-5,pushups
92,-11,-40,-1,-1,-5,pushups
74,-15,-39,-2,0,-6,pushups
74,-15,-39,-2,0,-6,pushups
73,-5,-39,-2,0,-5,pushups
73,-5,-39,-2,0,-5,pushups
54,-1,-38,-1,-1,-4,pushups
54,-1,-38,-1,-1,-4,pushups
73,13,-35,-2,1,-4,pushups
73,13,-35,-2,1,-4,pushups
57,18,-35,-1,-2,-2,pushups
57,18,-35,-1,-2,-2,pushups
76,27,-32,-1,1,-1,pushups
76,27,-32,-1,1,-1,pushups
111,42,-37,-1,0,-2,pushups
111,42,-37,-1,0,-2,pushups
122,53,-39,-1,3,-2,pushups
122,53,-39,-1,3,-2,pushups
166,65,-49,-1,0,-4,pushups
166,65,-49,-1,0,-4,pushups
202,72,-53,-2,-2,-6,pushups
202,72,-53,-2,-2,-6,pushups
181,49,-44,-2,-3,-9,pushups
181,49,-44,-2,-3,-9,pushups
132,32,-25,0,-1,-4,pushups
132,32,-25,0,-1,-4,pushups
123,29,-26,0,-5,-3,pushups
123,29,-26,0,-5,-3,pushups
136,27,-33,1,-1,-2,pushups
136,27,-33,1,-1,-2,pushups
109,27,-25,1,-2,-2,pushups
109,27,-25,1,-2,-2,pushups
129,18,-32,0,-4,-4,pushups
129,18,-32,0,-4,-4,pushups
89,9,-31,0,-2,-3,pushups
89,9,-31,0,-2,-3,pushups
74,14,-19,-1,-1,-3,pushups
74,14,-19,-1,-1,-3,pushups
22,-13,-13,-1,-2,-2,pushups
22,-13,-13,-1,-2,-2,pushups
-1,-16,-2,0,-2,-2,pushups
-1,-16,-2,0,-2,-2,pushups
-57,-38,7,-1,-1,-3,pushups
-57,-38,7,-1,-1,-3,pushups
-117,-45,41,-1,-1,-2,pushups
-117,-45,41,-1,-1,-2,pushups
-162,-58,60,-1,0,-4,pushups
-162,-58,60,-1,0,-4,pushups
-220,-73,80,-1,2,-2,pushups
-220,-73,80,-1,2,-2,pushups
-261,-92,89,0,-1,0,pushups
-261,-92,89,0,-1,0,pushups
-261,-89,91,1,0,4,pushups
-261,-89,91,1,0,4,pushups
-219,-71,87,0,2,7,pushups
-219,-71,87,0,2,7,pushups
-165,-66,76,0,3,8,pushups
-165,-66,76,0,3,8,pushups
-100,-52,62,1,3,7,pushups
-100,-52,62,1,3,7,pushups
-80,-26,66,1,5,6,pushups
-80,-26,66,1,5,6,pushups
-73,-14,62,1,3,4,pushups
-73,-14,62,1,3,4,pushups
-66,-3,54,1,3,3,pushups
-66,-3,54,1,3,3,pushups
-69,-5,51,1,1,4,pushups
-69,-5,51,1,1,4,pushups
-60,12,43,1,1,3,pushups
-60,12,43,1,1,3,pushups
-72,19,40,1,1,3,pushups
-72,19,40,1,1,3,pushups
-64,32,40,1,1,3,pushups
-64,32,40,1,1,3,pushups
-59,40,29,1,2,3,pushups
-59,40,29,1,2,3,pushups
-44,45,20,1,0,2,pushups
-44,45,20,1,0,2,pushups
-31,46,15,0,1,1,pushups
-31,46,15,0,1,1,pushups
-28,42,9,0,1,0,pushups
-28,42,9,0,1,0,pushups
-29,39,13,0,0,0,pushups
-29,39,13,0,0,0,pushups
-37,32,12,0,1,0,pushups
-37,32,12,0,1,0,pushups
-38,30,8,0,-1,1,pushups
-38,30,8,0,-1,1,pushups
-50,7,11,1,0,1,pushups
-50,7,11,1,0,1,pushups
-48,2,10,1,-1,2,pushups
-48,2,10,1,-1,2,pushups
-52,-20,9,1,-1,4,pushups
-52,-20,9,1,-1,4,pushups
-67,-30,6,1,-2,4,pushups
-67,-30,6,1,-2,4,pushups
-53,-36,6,1,0,5,pushups
-53,-36,6,1,0,5,pushups
-41,-38,7,2,0,6,pushups
-41,-38,7,2,0,6,pushups
-28,-35,9,2,1,6,pushups
-28,-35,9,2,1,6,pushups
7,-24,-1,2,0,5,pushups
7,-24,-1,2,0,5,pushups
22,-5,-12,2,1,4,pushups
22,-5,-12,2,1,4,pushups
54,10,-23,1,0,3,pushups
54,10,-23,1,0,3,pushups
78,16,-32,0,0,1,pushups
78,16,-32,0,0,1,pushups
102,9,-37,0,-1,-1,pushups
102,9,-37,0,-1,-1,pushups
108,6,-34,-1,0,-3,pushups
108,6,-34,-1,0,-3,pushups
119,-4,-34,-1,0,-4,pushups
119,-4,-34,-1,0,-4,pushups
106,-10,-29,-1,0,-4,pushups
106,-10,-29,-1,0,-4,pushups
98,-14,-32,-2,0,-5,pushups
98,-14,-32,-2,0,-5,pushups
80,-12,-35,-1,-2,-5,pushups
80,-12,-35,-1,-2,-5,pushups
72,-13,-34,-2,0,-6,pushups
72,-13,-34,-2,0,-6,pushups
60,-7,-28,-2,-1,-5,pushups
60,-7,-28,-2,-1,-5,pushups
59,-5,-33,-1,-1,-4,pushups
59,-5,-33,-1,-1,-4,pushups
55,1,-26,-1,0,-3,pushups
55,1,-26,-1,0,-3,pushups
59,3,-38,-1,-1,-2,pushups
59,3,-38,-1,-1,-2,pushups
77,13,-26,-1,1,-2,pushups
77,13,-26,-1,1,-2,pushups
112,21,-48,0,0,-2,pushups
112,21,-48,0,0,-2,pushups
112,44,-41,-1,5,-2,pushups
112,44,-41,-1,5,-2,pushups
176,56,-59,-1,-2,-4,pushups
176,56,-59,-1,-2,-4,pushups
192,60,-64,-2,-1,-6,pushups
192,60,-64,-2,-1,-6,pushups
182,48,-58,-2,-3,-7,pushups
182,48,-58,-2,-3,-7,pushups
142,46,-49,-1,-2,-5,pushups
142,46,-49,-1,-2,-5,pushups
111,37,-34,1,-4,-1,pushups
111,37,-34,1,-4,-1,pushups
148,38,-52,1,-4,-4,pushups
148,38,-52,1,-4,-4,pushups
130,39,-36,0,-1,-3,pushups
130,39,-36,0,-1,-3,pushups
124,16,-21,-1,-4,-5,pushups
124,16,-21,-1,-4,-5,pushups
66,0,-23,-1,-1,-2,pushups
66,0,-23,-1,-1,-2,pushups
46,-13,-6,0,-1,-2,pushups
46,-13,-6,0,-1,-2,pushups
-2,-24,5,-1,-2,-3,pushups
-2,-24,5,-1,-2,-3,pushups
-45,-38,1,-1,-2,-2,pushups
-45,-38,1,-1,-2,-2,pushups
-121,-36,44,-1,-1,-4,pushups
-121,-36,44,-1,-1,-4,pushups
-157,-31,60,-2,1,-3,pushups
-157,-31,60,-2,1,-3,pushups
-233,-62,70,0,0,-3,pushups
-233,-62,70,0,0,-3,pushups
-280,-91,94,0,0,3,pushups
-280,-91,94,0,0,3,pushups
-281,-73,95,1,1,5,pushups
-281,-73,95,1,1,5,pushups
-210,-43,84,0,4,7,pushups
-210,-43,84,0,4,7,pushups
-152,-42,65,2,3,8,pushups
-152,-42,65,2,3,8,pushups
-114,-29,59,1,3,7,pushups
-114,-29,59,1,3,7,pushups
-90,-14,60,1,3,5,pushups
-90,-14,60,1,3,5,pushups
-77,-9,47,1,4,4,pushups
-77,-9,47,1,4,4,pushups
-69,-11,37,1,2,4,pushups
-69,-11,37,1,2,4,pushups
-66,-11,41,1,2,3,pushups
-66,-11,41,1,2,3,pushups
-63,-8,38,1,1,3,pushups
-63,-8,38,1,1,3,pushups
-50,1,30,1,1,3,pushups
-50,1,30,1,1,3,pushups
-43,17,32,1,0,3,pushups
-43,17,32,1,0,3,pushups
-41,27,21,1,1,2,pushups
-41,27,21,1,1,2,pushups
-30,38,23,1,-1,1,pushups
-30,38,23,1,-1,1,pushups
-40,36,20,1,1,1,pushups
-40,36,20,1,1,1,pushups
-25,37,15,0,1,1,pushups
-25,37,15,0,1,1,pushups
-46,28,13,0,0,1,pushups
-46,28,13,0,0,1,pushups
-36,19,11,0,0,1,pushups
-36,19,11,0,0,1,pushups
-56,5,14,0,-1,1,pushups
-56,5,14,0,-1,1,pushups
-64,-6,24,1,0,3,pushups
-64,-6,24,1,0,3,pushups
-48,-20,18,1,0,3,pushups
-48,-20,18,1,0,3,pushups
-66,-19,13,2,0,5,pushups
-66,-19,13,2,0,5,pushups
-58,-27,13,2,1,6,pushups
-58,-27,13,2,1,6,pushups
-35,-25,12,2,-1,6,pushups
-35,-25,12,2,-1,6,pushups
-16,-21,5,2,1,6,pushups
-16,-21,5,2,1,6,pushups
26,5,-3,2,1,4,pushups
26,5,-3,2,1,4,pushups
53,19,-21,1,-1,4,pushups
53,19,-21,1,-1,4,pushups
70,19,-28,1,1,2,pushups
70,19,-28,1,1,2,pushups
105,8,-32,0,0,0,pushups
105,8,-32,0,0,0,pushups
102,4,-35,0,-1,-3,pushups
102,4,-35,0,-1,-3,pushups
115,6,-36,-2,0,-4,pushups
115,6,-36,-2,0,-4,pushups
108,-2,-50,-2,-3,-5,pushups
108,-2,-50,-2,-3,-5,pushups
98,-4,-45,-3,1,-6,pushups
98,-4,-45,-3,1,-6,pushups
78,-9,-45,-2,-2,-6,pushups
78,-9,-45,-2,-2,-6,pushups
65,-8,-43,-2,0,-5,pushups
65,-8,-43,-2,0,-5,pushups
69,-10,-39,-2,-1,-5,pushups
69,-10,-39,-2,-1,-5,pushups
61,-3,-37,-1,-1,-4,pushups
61,-3,-37,-1,-1,-4,pushups
66,-1,-34,-1,0,-3,pushups
66,-1,-34,-1,0,-3,pushups
78,9,-28,-1,0,-2,pushups
78,9,-28,-1,0,-2,pushups
102,24,-37,-1,0,-1,pushups
102,24,-37,-1,0,-1,pushups
144,46,-55,-1,2,-2,pushups
144,46,-55,-1,2,-2,pushups
160,59,-64,-1,1,-4,pushups
160,59,-64,-1,1,-4,pushups
179,57,-61,-2,-1,-6,pushups
179,57,-61,-2,-1,-6,pushups
208,56,-63,-3,-3,-8,pushups
208,56,-63,-3,-3,-8,pushups
142,46,-37,-2,0,-6,pushups
142,46,-37,-2,0,-6,pushups
101,20,-36,1,-6,-2,pushups
101,20,-36,1,-6,-2,pushups
104,26,-28,0,-1,-3,pushups
104,26,-28,0,-1,-3,pushups
105,26,-27,1,-1,-1,pushups
105,26,-27,1,-1,-1,pushups
143,25,-35,1,-5,-4,pushups
143,25,-35,1,-5,-4,pushups
70,4,-26,-1,-1,-4,pushups
70,4,-26,-1,-1,-4,pushups
71,4,-8,-1,-1,-3,pushups
71,4,-8,-1,-1,-3,pushups
-3,-17,-7,0,-3,-3,pushups
-3,-17,-7,0,-3,-3,pushups
-49,-34,3,-1,-2,-2,pushups
-49,-34,3,-1,-2,-2,pushups
-97,-42,30,-1,-1,-4,pushups
-97,-42,30,-1,-1,-4,pushups
-152,-55,54,-1,-1,-4,pushups
-152,-55,54,-1,-1,-4,pushups
-237,-94,75,-2,2,-2,pushups
-237,-94,75,-2,2,-2,pushups
-279,-120,90,1,-2,2,pushups
-279,-120,90,1,-2,2,pushups
-234,-84,99,0,2,6,pushups
-234,-84,99,0,2,6,pushups
-197,-57,96,0,3,8,pushups
-197,-57,96,0,3,8,pushups
-136,-42,79,2,3,8,pushups
-136,-42,79,2,3,8,pushups
-109,-18,75,1,4,7,pushups
-109,-18,75,1,4,7,pushups
-85,0,56,2,3,5,pushups
-85,0,56,2,3,5,pushups
-70,12,44,1,4,4,pushups
-70,12,44,1,4,4,pushups
-70,-2,37,1,1,3,pushups
-70,-2,37,1,1,3,pushups
-60,5,28,0,2,3,pushups
-60,5,28,0,2,3,pushups
-68,2,32,0,1,3,pushups
-68,2,32,0,1,3,pushups
-58,11,39,1,1,3,pushups
-58,11,39,1,1,3,pushups
-49,18,22,1,1,3,pushups
-49,18,22,1,1,3,pushups
-41,28,22,1,-1,3,pushups
-41,28,22,1,-1,3,pushups
-26,43,20,1,2,2,pushups
-26,43,20,1,2,2,pushups
-34,48,6,1,0,1,pushups
-34,48,6,1,0,1,pushups
-33,57,9,0,1,1,pushups
-33,57,9,0,1,1,pushups
-37,56,7,0,1,1,pushups
-37,56,7,0,1,1,pushups
-23,48,6,0,0,0,pushups
-23,48,6,0,0,0,pushups
-36,39,11,0,0,2,pushups
-36,39,11,0,0,2,pushups
-50,29,18,0,-1,1,pushups
-50,29,18,0,-1,1,pushups
-49,11,11,0,0,3,pushups
-49,11,11,0,0,3,pushups
-70,-8,7,1,0,4,pushups
-70,-8,7,1,0,4,pushups
-52,-28,4,1,1,5,pushups
-52,-28,4,1,1,5,pushups
-47,-33,5,1,-1,5,pushups
-47,-33,5,1,-1,5,pushups
-36,-37,9,2,1,6,pushups
-36,-37,9,2,1,6,pushups
5,-27,6,2,1,5,pushups
5,-27,6,2,1,5,pushups
29,-16,-5,2,0,4,pushups
29,-16,-5,2,0,4,pushups
53,-3,-13,1,1,3,pushups
53,-3,-13,1,1,3,pushups
73,3,-24,1,0,1,pushups
73,3,-24,1,0,1,pushups
102,-2,-28,0,0,-1,pushups
102,-2,-28,0,0,-1,pushups
100,-1,-34,-1,-1,-3,pushups
100,-1,-34,-1,-1,-3,pushups
110,-6,-34,-1,0,-4,pushups
110,-6,-34,-1,0,-4,pushups
86,-22,-32,-1,-2,-5,pushups
86,-22,-32,-1,-2,-5,pushups
87,-26,-37,-2,1,-6,pushups
87,-26,-37,-2,1,-6,pushups
