activity_id,ax_axis,ay_axis,az_axis,id,magn_z,text,time,x_axis,y_axis,z_axis
0,0,0,0,144,0,"andreysv, pause",1.5337E+12,-33,35,35
0,0,0,-1,145,0,"andreysv, pause",1.5337E+12,-33,35,35
0,0,0,-1,146,0,"andreysv, pause",1.5337E+12,-24,41,35
0,0,0,0,147,0,"andreysv, pause",1.5337E+12,-36,43,28
0,0,0,-1,148,0,"andreysv, pause",1.5337E+12,-36,43,28
0,0,0,0,149,0,"andreysv, pause",1.5337E+12,-13,47,24
0,-1,0,0,150,0,"andreysv, pause",1.5337E+12,-13,47,24
0,-1,0,0,151,0,"andreysv, pause",1.5337E+12,4,39,25
0,-1,0,0,152,0,"andreysv, pause",1.5337E+12,4,15,25
0,-1,0,0,153,0,"andreysv, pause",1.5337E+12,4,15,25
0,-1,0,0,154,0,"andreysv, pause",1.5337E+12,0,5,23
0,-1,0,1,155,0,"andreysv, pause",1.5337E+12,0,5,23
0,-1,-1,0,156,0,"andreysv, pause",1.5337E+12,6,5,23
0,-1,0,0,157,0,"andreysv, pause",1.5337E+12,16,5,16
0,-1,0,1,158,0,"andreysv, pause",1.5337E+12,23,8,15
0,-2,0,1,159,0,"andreysv, pause",1.5337E+12,23,8,15
0,-2,0,1,160,0,"andreysv, pause",1.5337E+12,-3,-19,26
0,-2,0,0,161,0,"andreysv, pause",1.5337E+12,37,-28,43
0,-2,0,1,162,0,"andreysv, pause",1.5337E+12,37,-28,43
0,-2,0,1,163,0,"andreysv, pause",1.5337E+12,71,-36,73
0,-2,0,1,164,0,"andreysv, pause",1.5337E+12,71,-36,73
0,-2,0,2,165,0,"andreysv, pause",1.5337E+12,73,-23,89
0,-2,0,2,166,0,"andreysv, pause",1.5337E+12,73,-3,88
0,-2,1,3,167,0,"andreysv, pause",1.5337E+12,73,-3,88
0,-2,1,2,168,0,"andreysv, pause",1.5337E+12,44,-3,79
0,-2,1,2,169,0,"andreysv, pause",1.5337E+12,44,-3,79
0,-2,2,2,170,0,"andreysv, pause",1.5337E+12,46,-14,66
0,-2,1,2,171,0,"andreysv, pause",1.5337E+12,12,-20,48
0,-2,1,1,172,0,"andreysv, pause",1.5337E+12,12,-20,48
0,-1,1,1,173,0,"andreysv, pause",1.5337E+12,28,-10,28
0,-1,1,1,174,0,"andreysv, pause",1.5337E+12,28,-10,28
0,0,2,1,175,0,"andreysv, pause",1.5337E+12,5,-6,10
0,1,2,1,176,0,"andreysv, pause",1.5337E+12,19,-1,1
0,0,0,1,177,0,"andreysv, pause",1.5337E+12,19,-1,1
0,-1,1,1,178,0,"andreysv, pause",1.5337E+12,31,17,25
0,0,1,0,179,0,"andreysv, pause",1.5337E+12,5,28,21
0,0,1,0,180,0,"andreysv, pause",1.5337E+12,11,35,21
0,0,1,-1,181,0,"andreysv, pause",1.5337E+12,11,35,21
0,0,1,-1,182,0,"andreysv, pause",1.5337E+12,17,41,31
0,0,1,-1,183,0,"andreysv, pause",1.5337E+12,17,41,31
0,0,2,-1,184,0,"andreysv, pause",1.5337E+12,21,36,11
0,0,1,-2,185,0,"andreysv, pause",1.5337E+12,35,18,-6
0,-2,1,-1,186,0,"andreysv, pause",1.5337E+12,35,18,-6
0,-2,0,-1,187,0,"andreysv, pause",1.5337E+12,35,-4,20
0,-2,1,-1,188,0,"andreysv, pause",1.5337E+12,35,-4,20
0,-2,1,0,189,0,"andreysv, pause",1.5337E+12,17,-18,27
0,-2,1,0,190,0,"andreysv, pause",1.5337E+12,47,-25,28
0,-2,1,1,191,0,"andreysv, pause",1.5337E+12,47,-25,28
0,-1,1,1,192,0,"andreysv, pause",1.5337E+12,9,-27,15
0,-1,1,1,193,0,"andreysv, pause",1.5337E+12,9,-27,15
0,0,1,1,194,0,"andreysv, pause",1.5337E+12,49,-5,0
0,1,2,1,195,0,"andreysv, pause",1.5337E+12,-40,-37,23
0,0,2,1,196,0,"andreysv, pause",1.5337E+12,-40,-37,23
0,0,0,0,197,0,"andreysv, pause",1.5337E+12,-96,-21,60
0,0,3,1,198,0,"andreysv, pause",1.5337E+12,-36,24,6
0,1,-2,2,199,0,"andreysv, pause",1.5337E+12,-126,-22,-7
0,0,-1,0,200,0,"andreysv, pause",1.5337E+12,-126,-22,-7
0,0,0,0,201,0,"andreysv, pause",1.5337E+12,0,-1,-1
0,0,0,0,202,0,"andreysv, pause",1.5337E+12,1,-5,-7
0,0,0,0,203,0,"andreysv, pause",1.5337E+12,1,-6,-1
0,0,0,0,204,0,"andreysv, pause",1.5337E+12,1,-6,-1
0,0,0,0,205,0,"andreysv, pause",1.5337E+12,1,-6,-1
0,0,0,0,206,0,"andreysv, pause",1.5337E+12,1,-6,-1
0,0,0,0,207,0,"andreysv, pause",1.5337E+12,0,-5,-2
0,0,0,0,208,0,"andreysv, pause",1.5337E+12,1,-3,-4
0,0,0,0,209,0,"andreysv, pause",1.5337E+12,1,-3,-4
0,0,0,0,210,0,"andreysv, pause",1.5337E+12,-1,-3,-1
0,0,0,0,211,0,"andreysv, pause",1.5337E+12,-1,-3,-1
0,0,0,0,212,0,"andreysv, pause",1.5337E+12,0,-2,-2
0,0,0,0,213,0,"andreysv, pause",1.5337E+12,1,-1,-2
0,0,0,0,214,0,"andreysv, pause",1.5337E+12,1,-1,-2
0,0,0,0,215,0,"andreysv, pause",1.5337E+12,0,-2,-3
0,0,0,0,216,0,"andreysv, pause",1.5337E+12,0,-2,-2
